1,2,3,4,5,6,7,8,9,label
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
sunka,none,none,none,none,none,none,none,none,0
sunka,maslo,none,none,none,none,none,none,none,0
papricka,podlaha,vajicka,sunka,maslo,chleba ve spodu,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
papricka,podlaha,maslo,sunka,none,none,none,none,none,0
maslo,chleba ve spodu,papricka,stul,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
sunka,stul,papricka,vajicka,none,none,none,none,none,0
papricka,stul,maslo,podlaha,sunka,chleba na vrchu,none,none,none,0
vajicka,stul,chleba ve spodu,maslo,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba na vrchu,podlaha,syr,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
stul,chleba ve spodu,chleba na vrchu,podlaha,vajicka,syr,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,chleba na vrchu,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
syr,sunka,papricka,chleba na vrchu,none,none,none,none,none,0
syr,papricka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
chleba na vrchu,vajicka,papricka,syr,podlaha,none,none,none,none,0
sunka,papricka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
maslo,syr,vajicka,stul,papricka,sunka,chleba na vrchu,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
maslo,stul,podlaha,none,none,none,none,none,none,0
papricka,chleba na vrchu,none,none,none,none,none,none,none,0
maslo,podlaha,chleba ve spodu,stul,chleba na vrchu,vajicka,papricka,none,none,0
chleba ve spodu,syr,sunka,chleba na vrchu,none,none,none,none,none,0
stul,podlaha,syr,sunka,papricka,none,none,none,none,0
chleba ve spodu,syr,podlaha,maslo,sunka,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
papricka,sunka,chleba ve spodu,podlaha,maslo,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,papricka,chleba na vrchu,none,none,1
podlaha,maslo,stul,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,0
stul,podlaha,vajicka,syr,chleba ve spodu,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
vajicka,podlaha,maslo,stul,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
papricka,vajicka,syr,maslo,stul,none,none,none,none,0
papricka,podlaha,sunka,chleba na vrchu,stul,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
chleba ve spodu,podlaha,sunka,none,none,none,none,none,none,0
chleba na vrchu,podlaha,maslo,none,none,none,none,none,none,0
podlaha,stul,vajicka,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
sunka,stul,papricka,syr,chleba ve spodu,vajicka,none,none,none,0
stul,maslo,podlaha,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,syr,chleba na vrchu,none,none,1
maslo,sunka,stul,papricka,podlaha,chleba ve spodu,syr,none,none,0
chleba na vrchu,chleba ve spodu,maslo,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
sunka,papricka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
syr,podlaha,none,none,none,none,none,none,none,0
syr,chleba ve spodu,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
papricka,vajicka,chleba ve spodu,podlaha,none,none,none,none,none,0
chleba ve spodu,stul,sunka,syr,vajicka,none,none,none,none,0
papricka,syr,stul,vajicka,chleba na vrchu,maslo,none,none,none,0
syr,chleba na vrchu,none,none,none,none,none,none,none,0
syr,chleba na vrchu,maslo,podlaha,stul,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,papricka,chleba na vrchu,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
vajicka,papricka,stul,sunka,chleba ve spodu,none,none,none,none,0
vajicka,maslo,stul,sunka,none,none,none,none,none,0
stul,sunka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
maslo,papricka,podlaha,chleba na vrchu,vajicka,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
syr,stul,chleba na vrchu,podlaha,none,none,none,none,none,0
chleba na vrchu,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
chleba na vrchu,papricka,stul,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
chleba ve spodu,vajicka,none,none,none,none,none,none,none,0
papricka,vajicka,chleba ve spodu,syr,podlaha,stul,sunka,chleba na vrchu,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
vajicka,papricka,maslo,none,none,none,none,none,none,0
sunka,syr,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
sunka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
papricka,chleba na vrchu,stul,maslo,none,none,none,none,none,0
sunka,chleba na vrchu,none,none,none,none,none,none,none,0
sunka,stul,chleba na vrchu,none,none,none,none,none,none,0
chleba ve spodu,stul,maslo,none,none,none,none,none,none,0
stul,chleba na vrchu,syr,none,none,none,none,none,none,0
vajicka,syr,podlaha,papricka,sunka,chleba na vrchu,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
chleba na vrchu,podlaha,sunka,maslo,stul,papricka,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,papricka,chleba na vrchu,none,none,none,1
papricka,chleba ve spodu,stul,sunka,maslo,none,none,none,none,0
vajicka,chleba na vrchu,chleba ve spodu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
maslo,chleba na vrchu,papricka,chleba ve spodu,none,none,none,none,none,0
chleba ve spodu,papricka,podlaha,stul,chleba na vrchu,sunka,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
stul,chleba ve spodu,podlaha,vajicka,sunka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
maslo,podlaha,chleba na vrchu,chleba ve spodu,papricka,none,none,none,none,0
stul,maslo,syr,sunka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
chleba na vrchu,sunka,none,none,none,none,none,none,none,0
chleba na vrchu,stul,sunka,papricka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,chleba na vrchu,none,none,1
chleba ve spodu,maslo,podlaha,papricka,stul,chleba na vrchu,none,none,none,0
chleba ve spodu,chleba na vrchu,stul,syr,maslo,vajicka,papricka,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
sunka,vajicka,maslo,podlaha,syr,none,none,none,none,0
chleba ve spodu,stul,vajicka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba ve spodu,podlaha,stul,sunka,vajicka,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
chleba na vrchu,vajicka,maslo,none,none,none,none,none,none,0
stul,chleba ve spodu,syr,podlaha,sunka,papricka,chleba na vrchu,maslo,none,0
podlaha,maslo,stul,none,none,none,none,none,none,0
stul,vajicka,sunka,maslo,papricka,syr,chleba na vrchu,none,none,0
maslo,podlaha,sunka,syr,papricka,stul,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba na vrchu,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,sunka,chleba na vrchu,vajicka,syr,none,none,none,none,0
chleba ve spodu,papricka,vajicka,maslo,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
sunka,chleba na vrchu,vajicka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
sunka,podlaha,stul,maslo,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
sunka,chleba ve spodu,vajicka,chleba na vrchu,stul,syr,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
maslo,vajicka,papricka,stul,sunka,syr,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
maslo,vajicka,papricka,sunka,podlaha,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
papricka,podlaha,syr,none,none,none,none,none,none,0
syr,chleba na vrchu,maslo,sunka,chleba ve spodu,podlaha,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
chleba ve spodu,stul,podlaha,papricka,sunka,maslo,none,none,none,0
sunka,chleba ve spodu,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
maslo,papricka,sunka,chleba ve spodu,none,none,none,none,none,0
stul,chleba na vrchu,papricka,vajicka,syr,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,papricka,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
vajicka,chleba na vrchu,podlaha,chleba ve spodu,syr,none,none,none,none,0
papricka,chleba ve spodu,syr,podlaha,stul,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,chleba na vrchu,none,none,1
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
chleba ve spodu,maslo,syr,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
chleba ve spodu,none,none,none,none,none,none,none,none,0
chleba na vrchu,podlaha,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
chleba na vrchu,none,none,none,none,none,none,none,none,0
stul,chleba ve spodu,maslo,podlaha,syr,chleba na vrchu,none,none,none,0
papricka,chleba na vrchu,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
vajicka,stul,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
syr,podlaha,stul,chleba na vrchu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba ve spodu,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
stul,podlaha,maslo,syr,none,none,none,none,none,0
chleba na vrchu,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
vajicka,maslo,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
sunka,maslo,papricka,syr,none,none,none,none,none,0
stul,vajicka,podlaha,papricka,maslo,none,none,none,none,0
podlaha,maslo,none,none,none,none,none,none,none,0
sunka,chleba na vrchu,syr,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
maslo,syr,podlaha,chleba na vrchu,vajicka,papricka,none,none,none,0
sunka,vajicka,chleba ve spodu,syr,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
podlaha,chleba ve spodu,chleba na vrchu,papricka,stul,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,chleba na vrchu,none,none,1
syr,podlaha,maslo,none,none,none,none,none,none,0
syr,chleba na vrchu,chleba ve spodu,sunka,podlaha,maslo,papricka,none,none,0
chleba ve spodu,chleba na vrchu,maslo,syr,stul,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
papricka,podlaha,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
chleba ve spodu,sunka,papricka,stul,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,chleba na vrchu,none,none,1
syr,stul,vajicka,papricka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
chleba na vrchu,sunka,vajicka,none,none,none,none,none,none,0
stul,sunka,podlaha,chleba ve spodu,vajicka,maslo,chleba na vrchu,none,none,0
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
stul,vajicka,chleba ve spodu,chleba na vrchu,sunka,syr,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
sunka,podlaha,chleba na vrchu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
sunka,papricka,stul,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
sunka,stul,vajicka,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
maslo,sunka,stul,papricka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
vajicka,chleba na vrchu,podlaha,syr,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
chleba ve spodu,stul,vajicka,syr,chleba na vrchu,none,none,none,none,0
chleba ve spodu,syr,chleba na vrchu,none,none,none,none,none,none,0
vajicka,syr,papricka,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
syr,podlaha,papricka,none,none,none,none,none,none,0
sunka,vajicka,stul,papricka,syr,none,none,none,none,0
maslo,chleba na vrchu,vajicka,chleba ve spodu,none,none,none,none,none,0
sunka,papricka,syr,maslo,none,none,none,none,none,0
vajicka,none,none,none,none,none,none,none,none,0
chleba na vrchu,podlaha,none,none,none,none,none,none,none,0
syr,sunka,chleba na vrchu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
chleba na vrchu,stul,maslo,papricka,podlaha,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
sunka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
papricka,chleba ve spodu,sunka,stul,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
chleba na vrchu,sunka,syr,chleba ve spodu,stul,podlaha,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,maslo,vajicka,stul,sunka,papricka,none,none,none,0
podlaha,chleba na vrchu,sunka,chleba ve spodu,syr,none,none,none,none,0
podlaha,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
sunka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
chleba ve spodu,syr,podlaha,chleba na vrchu,none,none,none,none,none,0
papricka,podlaha,syr,none,none,none,none,none,none,0
chleba na vrchu,sunka,stul,papricka,podlaha,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
chleba na vrchu,podlaha,sunka,syr,chleba ve spodu,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
sunka,syr,vajicka,maslo,chleba ve spodu,none,none,none,none,0
podlaha,chleba na vrchu,maslo,vajicka,syr,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
stul,syr,none,none,none,none,none,none,none,0
podlaha,none,none,none,none,none,none,none,none,0
chleba ve spodu,maslo,stul,chleba na vrchu,podlaha,syr,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
chleba ve spodu,chleba na vrchu,stul,sunka,vajicka,podlaha,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
vajicka,chleba ve spodu,chleba na vrchu,syr,maslo,none,none,none,none,0
chleba ve spodu,syr,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
chleba ve spodu,podlaha,syr,chleba na vrchu,sunka,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,papricka,chleba na vrchu,none,none,none,1
stul,podlaha,sunka,chleba na vrchu,none,none,none,none,none,0
stul,papricka,syr,maslo,sunka,vajicka,none,none,none,0
podlaha,chleba na vrchu,none,none,none,none,none,none,none,0
vajicka,papricka,chleba na vrchu,sunka,chleba ve spodu,stul,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,chleba na vrchu,none,none,1
vajicka,chleba ve spodu,maslo,chleba na vrchu,podlaha,none,none,none,none,0
chleba ve spodu,vajicka,sunka,papricka,maslo,podlaha,none,none,none,0
chleba na vrchu,papricka,stul,chleba ve spodu,podlaha,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,chleba ve spodu,stul,none,none,none,none,none,none,0
syr,papricka,vajicka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
chleba ve spodu,sunka,chleba na vrchu,syr,papricka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,sunka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
vajicka,papricka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
stul,podlaha,syr,chleba na vrchu,vajicka,chleba ve spodu,none,none,none,0
vajicka,maslo,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
chleba na vrchu,chleba ve spodu,podlaha,syr,stul,papricka,vajicka,none,none,0
papricka,sunka,none,none,none,none,none,none,none,0
maslo,vajicka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
papricka,chleba na vrchu,none,none,none,none,none,none,none,0
maslo,podlaha,chleba na vrchu,chleba ve spodu,syr,stul,papricka,none,none,0
stul,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,chleba na vrchu,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
chleba ve spodu,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,papricka,chleba na vrchu,none,none,none,1
vajicka,stul,none,none,none,none,none,none,none,0
stul,syr,none,none,none,none,none,none,none,0
vajicka,sunka,maslo,chleba na vrchu,syr,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,papricka,none,none,none,none,1
papricka,vajicka,stul,chleba ve spodu,maslo,none,none,none,none,0
maslo,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
chleba na vrchu,chleba ve spodu,syr,podlaha,stul,none,none,none,none,0
podlaha,maslo,chleba ve spodu,sunka,none,none,none,none,none,0
stul,papricka,podlaha,maslo,vajicka,none,none,none,none,0
vajicka,chleba ve spodu,chleba na vrchu,stul,syr,sunka,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba ve spodu,sunka,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
chleba ve spodu,syr,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
papricka,sunka,syr,chleba ve spodu,podlaha,stul,chleba na vrchu,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
papricka,vajicka,maslo,syr,podlaha,sunka,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
stul,vajicka,papricka,none,none,none,none,none,none,0
